threshold,date,home_team,away_team,bet_team,bet_side,bet_odds,model_prob,market_prob,model_edge,expected_value,kelly,fractional_kelly,bet_size,result,profit,bankroll,running_peak,drawdown
0.03,1946-11-26,Detroit Falcons,Cleveland Rebels,Detroit Falcons,home,1.747772826022633,0.6015517904863382,0.5721567386281415,0.029395051858196686,0.051375872857282234,0.06870518835319007,0.0068705188353190075,10.0,Win,7.47772826022633,984.5566649691268,1007.835764701013,-0.023098108389507488
0.03,1946-11-27,Washington Capitols,Chicago Stags,Chicago Stags,away,2.7865238760021502,0.3699470620832418,0.3588700633833106,0.011076998699931173,0.030866321351803006,0.017277306934668616,0.0017277306934668616,10.0,Loss,-10.0,974.5566649691268,1007.835764701013,-0.03302035996088988
0.03,1946-11-28,Providence Steamrollers,New York Knicks,Providence Steamrollers,home,1.9199411768418206,0.5430271204806209,0.5208492906251094,0.02217782985551142,0.04258012875258832,0.04628570806969081,0.004628570806969081,10.0,Loss,-10.0,964.5566649691268,1007.835764701013,-0.04294261153227227
0.03,1946-11-29,Toronto Huskies,Cleveland Rebels,Cleveland Rebels,away,2.133665378667718,0.4845338855674207,0.468677052174137,0.015856833393283698,0.03383317642655159,0.0298440589817714,0.00298440589817714,10.0,Win,11.336653786677182,975.893318755804,1007.835764701013,-0.0316940984473647
0.03,1946-11-30,New York Knicks,Philadelphia Warriors,New York Knicks,home,1.6503250246181156,0.6323868472869607,0.6059412449565197,0.02644560233044102,0.04364383931702592,0.06711081023316687,0.006711081023316687,10.0,Win,6.503250246181156,982.3965690019852,1007.835764701013,-0.025241409949938252
0.03,1946-12-02,Pittsburgh Ironmen,Boston Celtics,Boston Celtics,away,2.673929590208128,0.3894464184000189,0.37398142556257963,0.015464992837439295,0.04135230196038575,0.024703728401888288,0.002470372840188829,10.0,Win,16.73929590208128,999.1358649040665,1007.835764701013,-0.008632259443112186
0.03,1946-12-03,Philadelphia Warriors,Providence Steamrollers,Providence Steamrollers,away,2.6595159675919695,0.38997747253438564,0.37600827074764265,0.01396920178674299,0.03715131520635728,0.022386838049088177,0.002238683804908818,10.0,Loss,-10.0,989.1358649040665,1007.835764701013,-0.01855451101449458
0.03,1946-12-07,Chicago Stags,Cleveland Rebels,Chicago Stags,home,1.7627690215207825,0.5852323969330929,0.5672892975718828,0.01794309936121008,0.031629539704010445,0.041466733456149756,0.004146673345614976,10.0,Win,7.627690215207825,996.7635551192743,1007.835764701013,-0.01098612489210816
0.03,1946-12-07,St. Louis Bombers,Philadelphia Warriors,Philadelphia Warriors,away,2.729952705451655,0.3866503126302141,0.3663067122016518,0.020343600428562314,0.05553706702858108,0.032103228518077606,0.003210322851807761,10.0,Win,17.29952705451655,1014.0630821737909,1014.0630821737909,0.0
0.03,1946-12-07,Washington Capitols,Detroit Falcons,Detroit Falcons,away,2.855184543102216,0.3652930514764977,0.3502400580081173,0.015052993468380405,0.04297907427833836,0.023167007529326055,0.0023167007529326057,10.0,Loss,-10.0,1004.0630821737909,1014.0630821737909,-0.009861319454173949
0.03,1946-12-10,Cleveland Rebels,St. Louis Bombers,St. Louis Bombers,away,2.232083296613246,0.4710825028525041,0.44801195435551455,0.02307054849698953,0.05149538594383607,0.04179537705395953,0.004179537705395953,10.0,Win,12.320832966132457,1016.3839151399234,1016.3839151399234,0.0
0.03,1946-12-11,Chicago Stags,Cleveland Rebels,Cleveland Rebels,away,2.7624046599864194,0.38547309860671064,0.36200344376950055,0.023469654837210085,0.06483268389058205,0.03678649141286408,0.0036786491412864083,10.0,Loss,-10.0,1006.3839151399234,1016.3839151399234,-0.009838801904517863
0.03,1946-12-11,Washington Capitols,Detroit Falcons,Washington Capitols,home,1.6289663304737796,0.6531824069226289,0.6138862303612826,0.03929617656134621,0.06401214853478582,0.10177356947957386,0.010177356947957386,10.242328331061856,Win,6.442079665895607,1012.8259948058189,1016.3839151399234,-0.003500567335930957
0.03,1946-12-11,New York Knicks,Providence Steamrollers,Providence Steamrollers,away,3.335263725077804,0.31215490286352465,0.2998263652978963,0.01232853756562835,0.04111892412589924,0.01760782890785891,0.001760782890785891,10.0,Loss,-10.0,1002.8259948058189,1016.3839151399234,-0.01333936924044882
0.03,1946-12-13,Toronto Huskies,Pittsburgh Ironmen,Toronto Huskies,home,1.8390331275519578,0.5735775285151035,0.54376399479609,0.029813533719013408,0.05482807615865298,0.0653467358537136,0.00653467358537136,10.0,Loss,-10.0,992.8259948058189,1016.3839151399234,-0.023178171144966682
0.03,1946-12-14,Boston Celtics,Philadelphia Warriors,Philadelphia Warriors,away,1.826288930314155,0.56972689575047,0.5475584850793471,0.02216841067112285,0.04048592301132986,0.048997295650490096,0.0048997295650490096,10.0,Loss,-10.0,982.8259948058189,1016.3839151399234,-0.033016973049484546
0.03,1946-12-19,Philadelphia Warriors,Cleveland Rebels,Cleveland Rebels,away,2.6451206882446363,0.3925842583195984,0.37805458346160503,0.014529674857993391,0.038432743560346316,0.023361655977565097,0.00233616559775651,10.0,Loss,-10.0,972.8259948058189,1016.3839151399234,-0.04285577495400241
0.03,1946-12-21,Providence Steamrollers,New York Knicks,Providence Steamrollers,home,1.9417906431379215,0.5369413011491042,0.5149885769271224,0.0219527242219818,0.04262759448563147,0.04526228286108469,0.00452622828610847,10.0,Win,9.417906431379215,982.2439012371982,1016.3839151399234,-0.033589683380639876
0.03,1946-12-23,Pittsburgh Ironmen,Boston Celtics,Pittsburgh Ironmen,home,1.8114727437874698,0.5732675726891948,0.5520370115584387,0.021230561130756165,0.03845858282367853,0.04739356080424446,0.004739356080424446,10.0,Win,8.114727437874699,990.3586286750729,1016.3839151399234,-0.02560576380359943
0.03,1946-12-28,Washington Capitols,New York Knicks,New York Knicks,away,3.29154670310723,0.3321013290611182,0.30380854054296025,0.028292788518157974,0.09312703476865303,0.040639378914851323,0.004063937891485132,10.0,Loss,-10.0,980.3586286750729,1016.3839151399234,-0.03544456570811729
0.03,1946-12-29,Cleveland Rebels,Chicago Stags,Cleveland Rebels,home,1.915929129181215,0.5507215422969798,0.5219399740674942,0.028781568229485632,0.055143444954388166,0.06020492546588518,0.006020492546588518,10.0,Loss,-10.0,970.3586286750729,1016.3839151399234,-0.045283367612635156
0.03,1946-12-31,Cleveland Rebels,St. Louis Bombers,St. Louis Bombers,away,2.2475106371623705,0.4818853467644393,0.44493671507716004,0.03694863168727924,0.08304244274575479,0.06656652077504197,0.0066566520775041965,10.0,Win,12.475106371623706,982.8337350466966,1016.3839151399234,-0.03300935757981571
0.03,1947-01-01,Pittsburgh Ironmen,Cleveland Rebels,Pittsburgh Ironmen,home,1.789461606436361,0.5763574716939656,0.5588273011296726,0.017530170564292957,0.031369567179083124,0.039735392985968905,0.003973539298596891,10.0,Loss,-10.0,972.8337350466966,1016.3839151399234,-0.04284815948433358
0.03,1947-01-02,Philadelphia Warriors,Providence Steamrollers,Providence Steamrollers,away,2.913132462774897,0.36041543837053547,0.3432730961528102,0.01714234221772526,0.049937913602452144,0.026102695225828667,0.002610269522582867,10.0,Loss,-10.0,962.8337350466966,1016.3839151399234,-0.05268696138885144
0.03,1947-01-03,Toronto Huskies,Boston Celtics,Boston Celtics,away,2.757836785932929,0.37446851833427097,0.36260303912862524,0.011865479205645735,0.032723055036051996,0.01861552522846143,0.0018615525228461432,10.0,Win,17.57836785932929,980.4121029060259,1016.3839151399234,-0.03539195347158295
0.03,1947-01-04,Washington Capitols,Cleveland Rebels,Cleveland Rebels,away,3.444368087197363,0.3113709313904991,0.2903290167264576,0.021041914664041483,0.07247609936235466,0.029650239561691185,0.0029650239561691185,10.0,Loss,-10.0,970.4121029060259,1016.3839151399234,-0.045230755376100815
0.03,1947-01-04,Providence Steamrollers,Philadelphia Warriors,Providence Steamrollers,home,2.0925662723852647,0.4989098828414005,0.47788211689951626,0.021027765941884213,0.04400199379359848,0.04027398145609454,0.004027398145609454,10.0,Win,10.925662723852646,981.3377656298785,1016.3839151399234,-0.03448121225454472
0.03,1947-01-06,Boston Celtics,Cleveland Rebels,Cleveland Rebels,away,2.163601308319776,0.49504919679452264,0.46219236240737294,0.0328568343871497,0.07108908986728335,0.061094027102749665,0.006109402710274967,10.0,Win,11.636013083197758,992.9737787130763,1016.3839151399234,-0.023032769486148612
0.03,1947-01-08,New York Knicks,Toronto Huskies,New York Knicks,home,1.5879769966958392,0.6529919954948009,0.6297320440288089,0.023259951465992024,0.036936267872256956,0.06281923966383349,0.006281923966383349,10.0,Loss,-10.0,982.9737787130763,1016.3839151399234,-0.032871571390666474
0.03,1947-01-10,Boston Celtics,New York Knicks,New York Knicks,away,1.8728543057929192,0.5571933794498745,0.5339443633746114,0.023249016075263085,0.04354201986200523,0.04988463661464183,0.004988463661464183,10.0,Loss,-10.0,972.9737787130763,1016.3839151399234,-0.04271037329518434
0.03,1947-01-12,Chicago Stags,Philadelphia Warriors,Chicago Stags,home,1.6906103525379708,0.6099653168401094,0.5915023520936,0.018462964746509325,0.03121367933899233,0.045197236363867216,0.004519723636386722,10.0,Win,6.906103525379708,979.879882238456,1016.3839151399234,-0.035915594843353944
0.03,1947-01-13,Pittsburgh Ironmen,New York Knicks,New York Knicks,away,1.8802765335122937,0.5514438058563575,0.5318366645421211,0.019607141314236465,0.03686684770241827,0.04188098432582311,0.004188098432582311,10.0,Win,8.802765335122938,988.682647573579,1016.3839151399234,-0.027254728408930846
0.03,1947-01-14,Toronto Huskies,Philadelphia Warriors,Toronto Huskies,home,2.049565778441595,0.5120204730401796,0.4879082245217612,0.024112248518418422,0.049419639404629456,0.04708579530671073,0.004708579530671074,10.0,Loss,-10.0,978.682647573579,1016.3839151399234,-0.03709353031344871
0.03,1947-01-15,New York Knicks,Washington Capitols,New York Knicks,home,2.32612690803363,0.4484534190222226,0.42989915835905135,0.01855426066317123,0.04315956498727247,0.032545576690898394,0.0032545576690898395,10.0,Loss,-10.0,968.682647573579,1016.3839151399234,-0.04693233221796657
0.03,1947-01-16,Philadelphia Warriors,Chicago Stags,Philadelphia Warriors,home,1.6230222970095596,0.6359413298146226,0.6161344806183584,0.019806849196264187,0.03214695787904265,0.051598406723715365,0.005159840672371537,10.0,Loss,-10.0,958.682647573579,1016.3839151399234,-0.05677113412248443
0.03,1947-01-20,Pittsburgh Ironmen,Detroit Falcons,Detroit Falcons,away,2.4441224041375498,0.4371314290346966,0.40914481136752523,0.027986617667171365,0.06840271925636532,0.04736628907659416,0.004736628907659416,10.0,Loss,-10.0,948.682647573579,1016.3839151399234,-0.0666099360270023
0.03,1947-01-23,Philadelphia Warriors,Cleveland Rebels,Cleveland Rebels,away,2.875243842416104,0.3651755223597214,0.3477965886746104,0.01737893368511101,0.0499686720658733,0.026646493077664285,0.0026646493077664285,10.0,Loss,-10.0,938.682647573579,1016.3839151399234,-0.07644873793152016
0.03,1947-01-23,Chicago Stags,Providence Steamrollers,Providence Steamrollers,away,2.676399607927442,0.3880869244422267,0.37363628250356185,0.014450641938664854,0.03867569241894242,0.02307068806032337,0.002307068806032337,10.0,Loss,-10.0,928.682647573579,1016.3839151399234,-0.08628753983603803
0.03,1947-01-25,New York Knicks,Boston Celtics,Boston Celtics,away,2.6443572724127526,0.39049462877399554,0.37816372637407825,0.012330902399917298,0.0326073114366332,0.019829821647450587,0.0019829821647450586,10.0,Win,16.443572724127527,945.1262202977065,1016.3839151399234,-0.07010903437251563
0.03,1947-01-25,Washington Capitols,Pittsburgh Ironmen,Pittsburgh Ironmen,away,3.7424579433559515,0.29565596627127877,0.2672040715314695,0.028451894739809247,0.1064800194725265,0.03882649129788539,0.003882649129788539,10.0,Loss,-10.0,935.1262202977065,1016.3839151399234,-0.07994783627703349
0.03,1947-01-29,Washington Capitols,Boston Celtics,Boston Celtics,away,3.4896521433173366,0.29896926229929033,0.2865615135637499,0.012407748735540403,0.0432987269687215,0.017391476590391506,0.0017391476590391506,10.0,Loss,-10.0,925.1262202977065,1016.3839151399234,-0.08978663818155135
0.03,1947-01-29,New York Knicks,Pittsburgh Ironmen,Pittsburgh Ironmen,away,2.498194752108242,0.42209205954163553,0.4002890483842758,0.02180301115735972,0.05446816805347354,0.03635586626960652,0.003635586626960652,10.0,Loss,-10.0,915.1262202977065,1016.3839151399234,-0.09962544008606922
0.03,1947-01-30,St. Louis Bombers,Providence Steamrollers,Providence Steamrollers,away,3.4205815173203584,0.33315048913701717,0.29234795163817284,0.04080253749884433,0.13956840562831774,0.05765903962731373,0.005765903962731373,10.0,Win,24.205815173203582,939.3320354709101,1016.3839151399234,-0.07580981804341688
0.03,1947-01-31,Toronto Huskies,Washington Capitols,Toronto Huskies,home,3.0580138033405078,0.33986700565316313,0.32700964230691887,0.012857363346244266,0.03931799458737928,0.019104825499012427,0.0019104825499012428,10.0,Win,20.580138033405078,959.9121735043152,1016.3839151399234,-0.055561427915586235
0.03,1947-02-01,New York Knicks,Philadelphia Warriors,New York Knicks,home,1.9930265089590575,0.5178128601973444,0.5017494727264277,0.016063387470916735,0.03201475705321788,0.03223957947182843,0.003223957947182843,10.0,Loss,-10.0,949.9121735043152,1016.3839151399234,-0.0654002298201041
0.03,1947-02-03,Pittsburgh Ironmen,St. Louis Bombers,Pittsburgh Ironmen,home,2.3802832050106364,0.43281998159281954,0.42011807582179345,0.01270190577102609,0.030234132978401163,0.021904296791156116,0.0021904296791156116,10.0,Win,13.802832050106364,963.7150055544216,1016.3839151399234,-0.051819896793871376
0.03,1947-02-03,Philadelphia Warriors,Boston Celtics,Philadelphia Warriors,home,1.5765074846575438,0.6570362208222917,0.6343135124520037,0.022722708370288003,0.035822519817449605,0.062137128781127364,0.006213712878112737,10.0,Win,5.765074846575438,969.480080400997,1016.3839151399234,-0.046147753855853936
0.03,1947-02-05,Pittsburgh Ironmen,Toronto Huskies,Pittsburgh Ironmen,home,1.7466840713978469,0.5911994608172481,0.5725133791365682,0.018686081680679867,0.03263868122848268,0.043711500591382235,0.004371150059138224,10.0,Loss,-10.0,959.480080400997,1016.3839151399234,-0.0559865557603718
0.03,1947-02-08,New York Knicks,Toronto Huskies,New York Knicks,home,1.7642214231007782,0.5839668291014505,0.5668222746339912,0.017144554467459328,0.030246790281009905,0.03957856894181995,0.003957856894181995,10.0,Win,7.642214231007783,967.1222946320048,1016.3839151399234,-0.04846753256729454
0.03,1947-02-09,Chicago Stags,Washington Capitols,Washington Capitols,away,2.160814855681152,0.479034145620709,0.46278837697307984,0.016245768647629166,0.03510409823575622,0.03024091056722182,0.003024091056722182,10.0,Loss,-10.0,957.1222946320048,1016.3839151399234,-0.0583063344718124
0.03,1947-02-09,Cleveland Rebels,Detroit Falcons,Detroit Falcons,away,2.9423402927665583,0.3556725461522151,0.3398655153716915,0.01580703078052359,0.04650966357453579,0.0239451674599666,0.00239451674599666,10.0,Win,19.423402927665585,976.5456975596704,1016.3839151399234,-0.03919603310011897
0.03,1947-02-10,Pittsburgh Ironmen,Washington Capitols,Pittsburgh Ironmen,home,2.675144419474748,0.394476634659887,0.37381159414053067,0.02066504051935636,0.05528196782357564,0.033001314502130896,0.00330013145021309,10.0,Win,16.751444194747478,993.2971417544179,1016.3839151399234,-0.022714618995448348
0.03,1947-02-12,Pittsburgh Ironmen,Chicago Stags,Chicago Stags,away,1.8791117146829444,0.5899573104153133,0.5321663380554925,0.05779097235982078,0.10859569316425743,0.12352888870719117,0.012352888870719118,12.270089207695259,Win,10.786779162689669,1004.0839209171075,1016.3839151399234,-0.012101720658499905
0.03,1947-02-13,Boston Celtics,St. Louis Bombers,St. Louis Bombers,away,1.93363140353554,0.534195130907974,0.517161646305265,0.017033484602709037,0.03293648073943728,0.035277820149055755,0.0035277820149055756,10.0,Loss,-10.0,994.0839209171075,1016.3839151399234,-0.02194052256301777
0.03,1947-02-13,Chicago Stags,Providence Steamrollers,Providence Steamrollers,away,3.205443289778699,0.32627935786709883,0.31196933141470085,0.014310026452397984,0.045869978268394784,0.02079852992864646,0.002079852992864646,10.0,Loss,-10.0,984.0839209171075,1016.3839151399234,-0.03177932446753563
0.03,1947-02-16,Chicago Stags,Boston Celtics,Boston Celtics,away,3.5307326689461154,0.3179472122473752,0.2832273337472726,0.03471987850010261,0.12258660928215215,0.04843917762882535,0.0048439177628825355,10.0,Loss,-10.0,974.0839209171075,1016.3839151399234,-0.0416181263720535
0.03,1947-02-17,Pittsburgh Ironmen,Detroit Falcons,Pittsburgh Ironmen,home,1.7984577624093332,0.5840409408860687,0.5560319629971925,0.02800897788887624,0.05037296370140082,0.06308782514606813,0.0063087825146068135,10.0,Win,7.9845776240933315,982.0684985412008,1016.3839151399234,-0.03376225861858353
0.03,1947-02-18,Toronto Huskies,St. Louis Bombers,Toronto Huskies,home,2.5038528965023623,0.4235752232334478,0.39938448516560304,0.024190738067844775,0.06057004957970302,0.040276578726932605,0.004027657872693261,10.0,Win,15.038528965023623,997.1070275062244,1016.3839151399234,-0.018966147876361406
0.03,1947-02-19,Washington Capitols,Toronto Huskies,Toronto Huskies,away,3.564116146118435,0.296908729314874,0.28057447036036354,0.01633425895451046,0.05821719607465026,0.02270458620323404,0.002270458620323404,10.0,Loss,-10.0,987.1070275062244,1016.3839151399234,-0.028804949780879267
0.03,1947-02-20,Providence Steamrollers,Washington Capitols,Providence Steamrollers,home,2.186088174237516,0.473604262128758,0.4574380904598184,0.016166171668939577,0.03534067670816232,0.029795994493311002,0.0029795994493311004,10.0,Loss,-10.0,977.1070275062244,1016.3839151399234,-0.03864375168539713
0.03,1947-02-20,Chicago Stags,Detroit Falcons,Detroit Falcons,away,3.3910145921030495,0.30509095733774083,0.2948969911037207,0.010193966234020135,0.034567888250968126,0.014457414172685357,0.0014457414172685359,10.0,Win,23.910145921030495,1001.0171734272549,1016.3839151399234,-0.015119032762883691
0.03,1947-02-22,Providence Steamrollers,Cleveland Rebels,Cleveland Rebels,away,2.632557359720182,0.4120179311052199,0.37985876976534005,0.03215916133987984,0.08466083686772952,0.05185780233917188,0.005185780233917189,10.0,Loss,-10.0,991.0171734272549,1016.3839151399234,-0.024957834667401556
0.03,1947-02-23,Boston Celtics,Providence Steamrollers,Boston Celtics,home,1.768390514388696,0.5958630944546782,0.5654859556548141,0.030377138799864145,0.05371864410794858,0.06991060287968964,0.006991060287968965,10.0,Loss,-10.0,981.0171734272549,1016.3839151399234,-0.03479663657191942
0.03,1947-02-23,St. Louis Bombers,Philadelphia Warriors,Philadelphia Warriors,away,2.4022701034216367,0.42905942394322316,0.4162729239212798,0.01278650002194337,0.03071662673011455,0.02190492876883265,0.0021904928768832653,10.0,Loss,-10.0,971.0171734272549,1016.3839151399234,-0.04463543847643728
0.03,1947-02-26,Philadelphia Warriors,St. Louis Bombers,Philadelphia Warriors,home,1.7165409645687428,0.6005713761361002,0.5825669300302636,0.018004446105836625,0.03090536928503873,0.043131336257431464,0.004313133625743147,10.0,Win,7.165409645687428,978.1825830729423,1016.3839151399234,-0.03758553386957328
0.03,1947-02-27,Providence Steamrollers,New York Knicks,New York Knicks,away,2.789304236139814,0.38499415766601885,0.35851234406180243,0.02648181360421642,0.07386583486690579,0.04128187558883866,0.0041281875588838664,10.0,Win,17.893042361398138,996.0756254343404,1016.3839151399234,-0.019980923943279032
0.03,1947-02-28,Boston Celtics,Cleveland Rebels,Boston Celtics,home,1.8893486704662361,0.5481961892642283,0.5292829299492027,0.018913259315025632,0.035733741341026914,0.04017967589954759,0.0040179675899547585,10.0,Win,8.893486704662362,1004.9691121390027,1016.3839151399234,-0.011230798550515423
0.03,1947-03-01,New York Knicks,Toronto Huskies,Toronto Huskies,away,2.729507734777494,0.38013435757629066,0.36636642837046907,0.013767929205821594,0.03757966925915901,0.021728534948699574,0.0021728534948699577,10.0,Loss,-10.0,994.9691121390027,1016.3839151399234,-0.021069600455033286
0.03,1947-03-01,Providence Steamrollers,Detroit Falcons,Detroit Falcons,away,2.5372371852640567,0.4259618338076293,0.39412949085243976,0.03183234295518955,0.08076620423998526,0.05253984551909715,0.005253984551909716,10.0,Loss,-10.0,984.9691121390027,1016.3839151399234,-0.030908402359551147
0.03,1947-03-01,Washington Capitols,Boston Celtics,Boston Celtics,away,3.687245832340893,0.2866921128944484,0.2712051339861812,0.015486978908267224,0.05710429843505971,0.021250120754793562,0.002125012075479356,10.0,Loss,-10.0,974.9691121390027,1016.3839151399234,-0.04074720426406901
0.03,1947-03-02,Chicago Stags,St. Louis Bombers,Chicago Stags,home,1.6956189961351678,0.6125456786069391,0.5897551291176288,0.022790549489310252,0.03864408864643315,0.05555352694670245,0.005555352694670245,10.0,Win,6.9561899613516776,981.9253021003544,1016.3839151399234,-0.0339031467600755
0.03,1947-03-03,St. Louis Bombers,Providence Steamrollers,Providence Steamrollers,away,2.796843914301853,0.3765495406011399,0.35754587336334054,0.019003667237799338,0.05315029106345648,0.029579804144595125,0.0029579804144595125,10.0,Loss,-10.0,971.9253021003544,1016.3839151399234,-0.04374194866459336
0.03,1947-03-06,Chicago Stags,Pittsburgh Ironmen,Chicago Stags,home,1.4778987081075368,0.7252553685430225,0.6766363584419864,0.048619010101036086,0.07185397221778844,0.15035397877999676,0.015035397877999677,14.613283624773864,Win,6.983669365488452,978.9089714658429,1016.3839151399234,-0.03687085471922425
0.03,1947-03-07,Toronto Huskies,Washington Capitols,Toronto Huskies,home,2.7976370613206134,0.37616125467632955,0.3574445069468568,0.018716747729472738,0.052362667115361416,0.029128609017937016,0.002912860901793702,10.0,Loss,-10.0,968.9089714658429,1016.3839151399234,-0.046709656623742116
0.03,1947-03-08,Chicago Stags,Providence Steamrollers,Providence Steamrollers,away,3.168530028207303,0.34008993253349873,0.3156037629745242,0.024486169558974535,0.0775851635233864,0.035777767664819986,0.003577776766481999,10.0,Loss,-10.0,958.9089714658429,1016.3839151399234,-0.05654845852825997
0.03,1947-03-08,New York Knicks,Detroit Falcons,New York Knicks,home,1.6139356824707316,0.6410554982148681,0.6196033775454586,0.02145212066940949,0.03462234301302797,0.056394088178249084,0.005639408817824909,10.0,Win,6.139356824707316,965.0483282905502,1016.3839151399234,-0.050508066966315476
0.03,1947-03-09,Cleveland Rebels,Chicago Stags,Chicago Stags,away,2.1195520799301946,0.49341689542172606,0.47179779608573436,0.02161909933599171,0.045822806963818796,0.0409295894181858,0.00409295894181858,10.0,Win,11.195520799301946,976.2438490898521,1016.3839151399234,-0.039493015830091384
0.03,1947-03-10,Boston Celtics,Providence Steamrollers,Boston Celtics,home,1.921702563980135,0.5419098247466451,0.5203718924789534,0.02153793226769163,0.04138949966165345,0.0449054839154657,0.00449054839154657,10.0,Loss,-10.0,966.2438490898521,1016.3839151399234,-0.04933181773460925
0.03,1947-03-11,Cleveland Rebels,Pittsburgh Ironmen,Pittsburgh Ironmen,away,3.0835266883020993,0.34175144359453924,0.3243039873122149,0.01744745628232436,0.05379969708953125,0.025821458103506955,0.0025821458103506955,10.0,Loss,-10.0,956.2438490898521,1016.3839151399234,-0.05917061963912711
0.03,1947-03-11,Philadelphia Warriors,Washington Capitols,Philadelphia Warriors,home,2.3623408987211967,0.43803156055607595,0.4233089307903567,0.014722629765719253,0.034779870432288695,0.025529491528101297,0.0025529491528101297,10.0,Loss,-10.0,946.2438490898521,1016.3839151399234,-0.06900942154364498
0.03,1947-03-14,Chicago Stags,Philadelphia Warriors,Philadelphia Warriors,away,3.0663802089688996,0.3360493793064361,0.32611741918862036,0.009931960117815719,0.03045516594153852,0.014738413487194258,0.0014738413487194258,10.0,Loss,-10.0,936.2438490898521,1016.3839151399234,-0.07884822344816284
0.03,1947-03-14,Washington Capitols,New York Knicks,New York Knicks,away,3.7288217067491227,0.2919714844502024,0.26818123220802215,0.023790252242180232,0.08870960896967861,0.03250839318313669,0.003250839318313669,10.0,Loss,-10.0,926.2438490898521,1016.3839151399234,-0.0886870253526807
0.03,1947-03-14,Providence Steamrollers,St. Louis Bombers,Providence Steamrollers,home,1.8095472120465697,0.5711916643528571,0.5526244318704543,0.018567232482402773,0.033598283773952464,0.04150256251147426,0.004150256251147426,10.0,Win,8.095472120465697,934.3393212103178,1016.3839151399234,-0.08072205070099975
